PlaceName,Administration Type,State Name,State Codename,Population,Town Class
Bholar Dabri,CT,WEST_BENGAL,WB,10011,IV
Bikihakola,CT,WEST_BENGAL,WB,11900,IV
Bilandapur,CT,WEST_BENGAL,WB,5722,V
Bilpahari,CT,WEST_BENGAL,WB,7786,V
Birlapur,CT,WEST_BENGAL,WB,19890,IV
Birnagar,UA,WEST_BENGAL,WB,115127,I
Bishnupur,CT,WEST_BENGAL,WB,4530,VI
Bishnupur,M,WEST_BENGAL,WB,61947,II
Bolpur,M,WEST_BENGAL,WB,65693,II
Bowali,CT,WEST_BENGAL,WB,10202,IV
Cart Road,CT,WEST_BENGAL,WB,13663,IV
Chachanda,CT,WEST_BENGAL,WB,10300,IV
Chak Bankola,CT,WEST_BENGAL,WB,10310,IV
Chak Enayetnagar,CT,WEST_BENGAL,WB,5664,V
Chak Kashipur,CT,WEST_BENGAL,WB,11158,IV
Chakdaha,UA,WEST_BENGAL,WB,101320,I
Chandrakona,M,WEST_BENGAL,WB,20398,III
Chapari,CT,WEST_BENGAL,WB,7245,V
Chapui,CT,WEST_BENGAL,WB,5159,V
Charka,CT,WEST_BENGAL,WB,5879,V
Chelad,CT,WEST_BENGAL,WB,7906,V
Chhora,CT,WEST_BENGAL,WB,12848,IV
Chikrand,CT,WEST_BENGAL,WB,8346,V
Chittaranjan,CT,WEST_BENGAL,WB,45957,III
Contai,M,WEST_BENGAL,WB,77513,II
Dafahat,CT,WEST_BENGAL,WB,11326,IV
Dainhat,M,WEST_BENGAL,WB,22597,III
Dakshin Baguan,CT,WEST_BENGAL,WB,4674,VI
Dakshin Jhapardaha,CT,WEST_BENGAL,WB,11451,IV
Dalkhola,CT,WEST_BENGAL,WB,13895,IV
Dalurband,CT,WEST_BENGAL,WB,14985,IV
Darappur,CT,WEST_BENGAL,WB,7733,V
Darjiling,UA,WEST_BENGAL,WB,108830,I
Debipur,CT,WEST_BENGAL,WB,9115,V
Deuli,CT,WEST_BENGAL,WB,8168,V
Dhakuria,CT,WEST_BENGAL,WB,8839,V
Dhandadihi,CT,WEST_BENGAL,WB,3843,VI
Dhanyakuria,CT,WEST_BENGAL,WB,4170,VI
Dhatrigram,CT,WEST_BENGAL,WB,9628,V
Dhulian,M,WEST_BENGAL,WB,72850,II
Dhupguri,CT,WEST_BENGAL,WB,38130,III
Dhusaripara,CT,WEST_BENGAL,WB,12112,IV
Diamond Harbour,M,WEST_BENGAL,WB,37234,III
Dignala,CT,WEST_BENGAL,WB,12511,IV
Dinhata,UA,WEST_BENGAL,WB,38386,III
Domjur,CT,WEST_BENGAL,WB,16869,IV
Dubrajpur,M,WEST_BENGAL,WB,32752,III
Durgapur,M Corp.,WEST_BENGAL,WB,493405,I
Durllabhganj,CT,WEST_BENGAL,WB,6134,V
Egra,M,WEST_BENGAL,WB,25180,III
English Bazar,UA,WEST_BENGAL,WB,224415,I
Falakata,CT,WEST_BENGAL,WB,19379,IV
Farakka Barrage Township,CT,WEST_BENGAL,WB,22060,III
Fatellapur,CT,WEST_BENGAL,WB,5579,V
Gabberia,CT,WEST_BENGAL,WB,4980,VI
Gairkata,CT,WEST_BENGAL,WB,8724,V
Gangarampur,M,WEST_BENGAL,WB,53533,II
Garalgachha,CT,WEST_BENGAL,WB,4499,VI
Ghatal,M,WEST_BENGAL,WB,51582,II
Ghorsala,CT,WEST_BENGAL,WB,6255,V
Goaljan,CT,WEST_BENGAL,WB,5002,V
Goasafat,CT,WEST_BENGAL,WB,5406,V
Gobardanga,UA,WEST_BENGAL,WB,57878,II
Gopinathpur,CT,WEST_BENGAL,WB,4983,VI
Gora Bazar,CT,WEST_BENGAL,WB,7721,V
Guma,CT,WEST_BENGAL,WB,9302,V
Guskara,M,WEST_BENGAL,WB,31867,III
Habra,UA,WEST_BENGAL,WB,239209,I
Haldia,M,WEST_BENGAL,WB,170673,I
Haldibari,M,WEST_BENGAL,WB,13185,IV
Harharia Chak,CT,WEST_BENGAL,WB,8436,V
Haripur,CT,WEST_BENGAL,WB,6889,V
Harishpur,CT,WEST_BENGAL,WB,8401,V
Hatsimla,CT,WEST_BENGAL,WB,6176,V
Hijuli,CT,WEST_BENGAL,WB,6856,V
Hindusthan Cables Town,CT,WEST_BENGAL,WB,22154,III
Islampur,M,WEST_BENGAL,WB,52738,II
Jagadanandapur,CT,WEST_BENGAL,WB,20475,III
Jagtaj,CT,WEST_BENGAL,WB,9409,V
Jala Kendua,CT,WEST_BENGAL,WB,5782,V
Jalpaiguri,M,WEST_BENGAL,WB,100348,I
Jangipur,M,WEST_BENGAL,WB,74458,II
Jaygaon,CT,WEST_BENGAL,WB,38689,III
Jaynagar Mazilpur,UA,WEST_BENGAL,WB,28379,III
Jemari,CT,WEST_BENGAL,WB,3861,VI
Jhalda,M,WEST_BENGAL,WB,17872,IV
Jhargram,M,WEST_BENGAL,WB,53145,II
Jiaganj Azimganj,M,WEST_BENGAL,WB,47212,III
Jot Kamal,CT,WEST_BENGAL,WB,6194,V
Kachu Pukur,CT,WEST_BENGAL,WB,5343,V
Kajora,CT,WEST_BENGAL,WB,24995,III
Kakdihi,CT,WEST_BENGAL,WB,4879,VI
Kalara,CT,WEST_BENGAL,WB,23130,III
Kaliaganj,M,WEST_BENGAL,WB,47650,III
Kalimpong,M,WEST_BENGAL,WB,42998,III
Kalna,UA,WEST_BENGAL,WB,59155,II
Kandi,M,WEST_BENGAL,WB,50349,II
Kanksa,CT,WEST_BENGAL,WB,16532,IV
Kankuria,CT,WEST_BENGAL,WB,27513,III
Kanyanagar,CT,WEST_BENGAL,WB,10195,IV
Karimpur,CT,WEST_BENGAL,WB,9070,V
Katwa,UA,WEST_BENGAL,WB,77255,II
Kenda,CT,WEST_BENGAL,WB,14519,IV
Kendra Khottamdi,CT,WEST_BENGAL,WB,7090,V
Kendua,CT,WEST_BENGAL,WB,5773,V
Kesabpur,CT,WEST_BENGAL,WB,10365,IV
Khagrabari,CT,WEST_BENGAL,WB,19787,IV
Khalor,CT,WEST_BENGAL,WB,8669,V
Khandra,CT,WEST_BENGAL,WB,13504,IV
Khantora,CT,WEST_BENGAL,WB,5773,V
Kharagpur,UA,WEST_BENGAL,WB,272865,I
Kharar,M,WEST_BENGAL,WB,11580,IV
Kharsarai,CT,WEST_BENGAL,WB,5851,V
Khodarampur,CT,WEST_BENGAL,WB,5109,V
Koch Bihar,UA,WEST_BENGAL,WB,103008,I
Kolaghat,CT,WEST_BENGAL,WB,23702,III
Kolkata,UA,WEST_BENGAL,WB,13205697,I
Konardihi,CT,WEST_BENGAL,WB,8314,V
Krishnanagar,UA,WEST_BENGAL,WB,148709,I
Krishnapur,CT,WEST_BENGAL,WB,6676,V
Kshidirpur,CT,WEST_BENGAL,WB,9084,V
Kshirpai,M,WEST_BENGAL,WB,14548,IV
Kunustara,CT,WEST_BENGAL,WB,5426,V
Kurseong,M,WEST_BENGAL,WB,40019,III
Madanpur,CT,WEST_BENGAL,WB,12031,IV
Madhusudanpur,CT,WEST_BENGAL,WB,6813,V
Mahira,CT,WEST_BENGAL,WB,4489,VI
Mainaguri,CT,WEST_BENGAL,WB,27106,III
Makardaha,CT,WEST_BENGAL,WB,6737,V
al,M,WEST_BENGAL,WB,23218,III
Mandarbani,CT,WEST_BENGAL,WB,5497,V
Mansinhapur,CT,WEST_BENGAL,WB,5401,V
athabhanga,M,WEST_BENGAL,WB,21107,III
edinipur,M,WEST_BENGAL,WB,149769,I
ekliganj,M,WEST_BENGAL,WB,10835,IV
emari,M,WEST_BENGAL,WB,36207,III
Mirik,NA,WEST_BENGAL,WB,9141,V
Monoharpur,CT,WEST_BENGAL,WB,20846,III
Mrigala,CT,WEST_BENGAL,WB,17648,IV
urshidabad,M,WEST_BENGAL,WB,36947,III
Nabadwip,UA,WEST_BENGAL,WB,125341,I
Nabagram,CT,WEST_BENGAL,WB,5651,V
Nabgram,CT,WEST_BENGAL,WB,4653,VI
Nachhratpur Katabari,CT,WEST_BENGAL,WB,5113,V
Natibpur,CT,WEST_BENGAL,WB,5710,V
Naupala,CT,WEST_BENGAL,WB,7129,V
Nebadhai Duttapukur,CT,WEST_BENGAL,WB,19876,IV
Nokpul,CT,WEST_BENGAL,WB,6648,V
Ondal,CT,WEST_BENGAL,WB,19497,IV
Pairagachha,CT,WEST_BENGAL,WB,4355,VI
Palashban,CT,WEST_BENGAL,WB,4856,VI
Panchla,CT,WEST_BENGAL,WB,22051,III
Pandua,CT,WEST_BENGAL,WB,27161,III
Pangachhiya,CT,WEST_BENGAL,WB,7668,V
Paniara,CT,WEST_BENGAL,WB,6706,V
Par Beliya,CT,WEST_BENGAL,WB,6039,V
Parashkol,CT,WEST_BENGAL,WB,10994,IV
Parasia,CT,WEST_BENGAL,WB,8723,V
Paschim Punropara,CT,WEST_BENGAL,WB,31198,III
Patuli,CT,WEST_BENGAL,WB,4454,VI
Prayagpur,CT,WEST_BENGAL,WB,5149,V
Purbba Tajpur,CT,WEST_BENGAL,WB,6276,V
Puruliya,M,WEST_BENGAL,WB,113806,I
Raghunathpur,M,WEST_BENGAL,WB,21932,III
Raghunathpur PS-Magra,CT,WEST_BENGAL,WB,14153,IV
Raiganj,UA,WEST_BENGAL,WB,175047,I
Ramjibanpur,M,WEST_BENGAL,WB,17364,IV
Ramnagar,CT,WEST_BENGAL,WB,4927,VI
Rampurhat,M,WEST_BENGAL,WB,50613,II
Ranaghat,UA,WEST_BENGAL,WB,145285,I
Ratibati,CT,WEST_BENGAL,WB,4370,VI
Sahajadpur,CT,WEST_BENGAL,WB,15713,IV
Sahapur,CT,WEST_BENGAL,WB,7533,V
Sainthia,M,WEST_BENGAL,WB,39145,III
Sankarpur,CT,WEST_BENGAL,WB,5923,V
Santaldih Thermal Power Project-Town,CT,WEST_BENGAL,WB,4679,VI
Santipur,M,WEST_BENGAL,WB,138235,I
Sarpi,CT,WEST_BENGAL,WB,5896,V
Serpur,CT,WEST_BENGAL,WB,7228,V
Siduli,CT,WEST_BENGAL,WB,8345,V
Siliguri,M Corp.,WEST_BENGAL,WB,472374,I
Singur,CT,WEST_BENGAL,WB,19537,IV
Sirsha,CT,WEST_BENGAL,WB,5218,V
Sonamukhi,M,WEST_BENGAL,WB,27354,III
Sonatikiri,CT,WEST_BENGAL,WB,6627,V
Srikantabati,CT,WEST_BENGAL,WB,9897,V
Srirampur,CT,WEST_BENGAL,WB,17719,IV
Sukdal,CT,WEST_BENGAL,WB,11793,IV
Suri,M,WEST_BENGAL,WB,61806,II
Taki,M,WEST_BENGAL,WB,37305,III
Tamluk,M,WEST_BENGAL,WB,45830,III
Tarakeswar,M,WEST_BENGAL,WB,28187,III
Tufanganj,M,WEST_BENGAL,WB,19310,IV
Ukhra,CT,WEST_BENGAL,WB,19862,IV
Uttar Bagdogra,CT,WEST_BENGAL,WB,15774,IV
Uttar Kalas,CT,WEST_BENGAL,WB,5469,V
Uttar Kamakhyaguri,CT,WEST_BENGAL,WB,10547,IV
Uttar Latabari,CT,WEST_BENGAL,WB,14450,IV
Uttar Mahammadpur,CT,WEST_BENGAL,WB,6192,V
Ambala,M Cl ,HARYANA,HAR,139279,I
Ambala,UA,HARYANA,HAR,168316,I
Asankhurd,CT,HARYANA,HAR,8066,V
Assandh,MC,HARYANA,HAR,22707,III
Ateli,MC,HARYANA,HAR,5673,V
Babiyal,CT,HARYANA,HAR,21644,III
Bahadurgarh,UA,HARYANA,HAR,131925,I
Barwala,MC,HARYANA,HAR,33132,III
Bawal,MC,HARYANA,HAR,12144,IV
Bawani Khera,MC,HARYANA,HAR,17424,IV
Beri,MC,HARYANA,HAR,16162,IV
Bhiwani,M Cl ,HARYANA,HAR,169531,I
Bilaspur,CT,HARYANA,HAR,9621,V
Buria,MC,HARYANA,HAR,9830,V
Charkhi Dadri,MC,HARYANA,HAR,44895,III
Cheeka,MC,HARYANA,HAR,32128,III
Chhachhrauli,MC,HARYANA,HAR,9710,V
Dharuhera,CT,HARYANA,HAR,18892,IV
Dundahera,CT,HARYANA,HAR,10626,IV
Ellenabad,MC,HARYANA,HAR,32795,III
Farakhpur,CT,HARYANA,HAR,8740,V
Faridabad,M Corp.,HARYANA,HAR,1055938,I
Farrukhnagar,MC,HARYANA,HAR,9521,V
Fatehabad,MC,HARYANA,HAR,59917,II
Ferozepur Jhirka,MC,HARYANA,HAR,17755,IV
Ganaur,MC,HARYANA,HAR,29006,III
Gharaunda,MC,HARYANA,HAR,30172,III
Gohana,MC,HARYANA,HAR,48532,III
Gurgaon,UA,HARYANA,HAR,228820,I
Haileymandi,MC,HARYANA,HAR,17081,IV
Hansi,M Cl,HARYANA,HAR,75747,II
Hassanpur,MC,HARYANA,HAR,9090,V
Hathin,MC,HARYANA,HAR,10916,IV
Hisar,UA,HARYANA,HAR,263186,I
Hodal,MC,HARYANA,HAR,38309,III
Indri,MC,HARYANA,HAR,14511,IV
Jakhalmandi,MC,HARYANA,HAR,6895,V
Jhajjar,MC,HARYANA,HAR,39002,III
Jind,M Cl ,HARYANA,HAR,135855,I
Julana,MC,HARYANA,HAR,13635,IV
Kaithal,M Cl ,HARYANA,HAR,117285,I
Kalanaur,MC,HARYANA,HAR,16853,IV
Kalanwali,MC,HARYANA,HAR,25163,III
Kalayat,MC,HARYANA,HAR,17051,IV
Kalka,MC,HARYANA,HAR,30830,III
Kanina,MC,HARYANA,HAR,10195,IV
Kansepur,CT,HARYANA,HAR,14952,IV
Kardhan,CT,HARYANA,HAR,9579,V
Karnal,UA,HARYANA,HAR,221236,I
Kharkhoda,MC,HARYANA,HAR,18763,IV
Ladrawan,CT,HARYANA,HAR,8008,V
Ladwa,MC,HARYANA,HAR,22339,III
Loharu,MC,HARYANA,HAR,11421,IV
Maham,MC,HARYANA,HAR,18174,IV
Mahendragarh,MC,HARYANA,HAR,24323,III
Mandi Dabwali,MC,HARYANA,HAR,53811,II
Mustafabad,CT,HARYANA,HAR,8516,V
Nagal Chaudhry,CT,HARYANA,HAR,7368,V
Naraingarh,MC,HARYANA,HAR,18210,IV
Narnaul,M Cl,HARYANA,HAR,62077,II
Narnaund,MC,HARYANA,HAR,15116,IV
Narwana,MC,HARYANA,HAR,50435,II
Nilokheri,MC,HARYANA,HAR,16405,IV
Nuh,MC,HARYANA,HAR,11039,IV
Palwal,M Cl ,HARYANA,HAR,100722,I
Panchkula Urban Estate,EO,HARYANA,HAR,140925,I
Panipat,UA,HARYANA,HAR,354148,I
Pataudi,MC,HARYANA,HAR,16085,IV
Pehowa,MC,HARYANA,HAR,33564,III
Pinjore,UA,HARYANA,HAR,29609,III
Punahana,MC,HARYANA,HAR,13179,IV
Pundri,MC,HARYANA,HAR,17018,IV
Radaur,MC,HARYANA,HAR,11737,IV
Raipur Rani,CT,HARYANA,HAR,7031,V
Rania,MC,HARYANA,HAR,20961,III
Ratia,MC,HARYANA,HAR,23826,III
Rewari,M Cl ,HARYANA,HAR,100684,I
Rewari Rural,CT,HARYANA,HAR,4454,VI
Rohtak,UA,HARYANA,HAR,294577,I
Sadaura,MC,HARYANA,HAR,13176,IV
Safidon,MC,HARYANA,HAR,27541,III
Samalkha,MC,HARYANA,HAR,29866,III
Shahbad,MC,HARYANA,HAR,37289,III
Sirsa,M Cl ,HARYANA,HAR,160735,I
Siwani,MC,HARYANA,HAR,15850,IV
Sohna,MC,HARYANA,HAR,27570,III
Sonipat,UA,HARYANA,HAR,225074,I
Taoru,MC,HARYANA,HAR,17328,IV
Taraori,MC,HARYANA,HAR,22201,III
Thanesar,UA,HARYANA,HAR,122319,I
Tilpat,CT,HARYANA,HAR,6369,V
Tohana,MC,HARYANA,HAR,51519,II
Tosham,MC,HARYANA,HAR,11272,IV
Uchana,MC,HARYANA,HAR,14111,IV
Uklanamandi,MC,HARYANA,HAR,10937,IV
Uncha Siwana,CT,HARYANA,HAR,10610,IV
Yamunanagar,UA,HARYANA,HAR,306740,I
Achalpur,M Cl,MAHARASHTRA,MAH,107316,I
Ahmadnagar,UA,MAHARASHTRA,MAH,347549,I
Ahmadpur,M Cl,MAHARASHTRA,MAH,35805,III
Ajra,CT,MAHARASHTRA,MAH,14849,IV
Akkalkot,M Cl,MAHARASHTRA,MAH,38213,III
Akola,M Cl,MAHARASHTRA,MAH,400520,I
Akot,M Cl,MAHARASHTRA,MAH,80726,II
Alandi,M Cl,MAHARASHTRA,MAH,17565,IV
Alibag,M Cl,MAHARASHTRA,MAH,19496,IV
Amalner,M Cl,MAHARASHTRA,MAH,91490,II
Ambad,M Cl,MAHARASHTRA,MAH,26108,III
Ambejogai,M Cl,MAHARASHTRA,MAH,69478,II
Ambivali Tarf Wankhal,CT,MAHARASHTRA,MAH,6798,V
Amravati,M Corp.,MAHARASHTRA,MAH,549510,I
Anjangaon,M Cl,MAHARASHTRA,MAH,51170,II
Arvi,M Cl,MAHARASHTRA,MAH,40575,III
Ashta,M Cl,MAHARASHTRA,MAH,33203,III
Aurangabad,UA,MAHARASHTRA,MAH,892483,I
Ausa,M Cl,MAHARASHTRA,MAH,30876,III
Babhulgaon,CT,MAHARASHTRA,MAH,6601,V
Balapur,M Cl,MAHARASHTRA,MAH,39502,III
Ballarpur,M Cl,MAHARASHTRA,MAH,89995,II
Baramati,M Cl,MAHARASHTRA,MAH,51334,II
Barshi,M Cl,MAHARASHTRA,MAH,104785,I
Basmath,M Cl,MAHARASHTRA,MAH,57365,II
Bhadravati,M Cl,MAHARASHTRA,MAH,56903,II
Bhandara,M Cl,MAHARASHTRA,MAH,85213,II
Bhingar,CT,MAHARASHTRA,MAH,7620,V
Bhiwandi,UA,MAHARASHTRA,MAH,621427,I
Bhokardan,M Cl,MAHARASHTRA,MAH,16950,IV
Bhor,M Cl,MAHARASHTRA,MAH,17886,IV
Bhum,M Cl,MAHARASHTRA,MAH,17509,IV
Bhusawal,UA,MAHARASHTRA,MAH,187564,I
Bid,M Cl,MAHARASHTRA,MAH,138196,I
Biloli,M Cl,MAHARASHTRA,MAH,13433,IV
Birwadi,CT,MAHARASHTRA,MAH,7272,V
Boisar,CT,MAHARASHTRA,MAH,14685,IV
Brahmapuri,M Cl,MAHARASHTRA,MAH,31207,III
Budhgaon,CT,MAHARASHTRA,MAH,14728,IV
Buldana,M Cl,MAHARASHTRA,MAH,62972,II
Chakan,CT,MAHARASHTRA,MAH,21680,III
Chalisgaon,M Cl,MAHARASHTRA,MAH,91110,II
Chandrapur,M Cl,MAHARASHTRA,MAH,289450,I
Chandur,CT,MAHARASHTRA,MAH,21731,III
Chandur,M Cl,MAHARASHTRA,MAH,17719,IV
Chandurbazar,M Cl,MAHARASHTRA,MAH,17635,IV
Chicholi,CT,MAHARASHTRA,MAH,18478,IV
Chikhaldara,M Cl,MAHARASHTRA,MAH,4711,VI
Chikhli,M Cl,MAHARASHTRA,MAH,48428,III
Chinchani,CT,MAHARASHTRA,MAH,13437,IV
Chiplun,M Cl,MAHARASHTRA,MAH,46229,III
Chopda,M Cl,MAHARASHTRA,MAH,60865,II
Dahanu,M Cl,MAHARASHTRA,MAH,44401,III
Dapoli Camp,CT,MAHARASHTRA,MAH,10414,IV
Darwha,M Cl,MAHARASHTRA,MAH,23366,III
Daryapur Banosa,M Cl,MAHARASHTRA,MAH,34397,III
Dattapur Dhamangaon,M Cl,MAHARASHTRA,MAH,21426,III
Daund,M Cl,MAHARASHTRA,MAH,42204,III
Davlameti,CT,MAHARASHTRA,MAH,8769,V
Deglur,M Cl,MAHARASHTRA,MAH,48028,III
Deolali Pravara,M Cl,MAHARASHTRA,MAH,30340,III
Deoli,M Cl,MAHARASHTRA,MAH,15878,IV
Desaiganj,M Cl,MAHARASHTRA,MAH,24793,III
Deulgaon Raja,M Cl,MAHARASHTRA,MAH,24372,III
Dewhadi,CT,MAHARASHTRA,MAH,5759,V
Dharangaon,M Cl,MAHARASHTRA,MAH,33625,III
Dharmabad,M Cl,MAHARASHTRA,MAH,29951,III
Dharur,M Cl,MAHARASHTRA,MAH,18338,IV
Dhatau,CT,MAHARASHTRA,MAH,5035,V
Dhule,M Cl,MAHARASHTRA,MAH,341755,I
Digras,M Cl,MAHARASHTRA,MAH,39178,III
Dondaicha-Warwade,M Cl,MAHARASHTRA,MAH,42436,III
Dudhani,M Cl,MAHARASHTRA,MAH,11754,IV
Durgapur,CT,MAHARASHTRA,MAH,17714,IV
Dyane,CT,MAHARASHTRA,MAH,24832,III
Erandol,MC,MAHARASHTRA,MAH,30120,III
Faizpur,M Cl,MAHARASHTRA,MAH,23694,III
Gadchiroli,M Cl,MAHARASHTRA,MAH,42468,III
Gadhinglaj,M Cl,MAHARASHTRA,MAH,25357,III
Ganeshpur,CT,MAHARASHTRA,MAH,8183,V
Gangakhed,M Cl,MAHARASHTRA,MAH,40428,III
Gangapur,M Cl,MAHARASHTRA,MAH,22325,III
Georai,M Cl,MAHARASHTRA,MAH,28492,III
Ghatanji,M Cl,MAHARASHTRA,MAH,19347,IV
Ghoti Budruk,CT,MAHARASHTRA,MAH,20206,III
Ghugus,CT,MAHARASHTRA,MAH,29945,III
Ghulewadi,CT,MAHARASHTRA,MAH,19367,IV
Godoli,CT,MAHARASHTRA,MAH,16749,IV
Gokhivare,CT,MAHARASHTRA,MAH,20075,III
Gondiya,M Cl,MAHARASHTRA,MAH,120902,I
Goregaon,CT,MAHARASHTRA,MAH,6868,V
Greater Mumbai,UA,MAHARASHTRA,MAH,16434386,I
Guhagar,CT,MAHARASHTRA,MAH,3207,VI
Hadgaon,M Cl,MAHARASHTRA,MAH,23339,III
Hinganghat,M Cl,MAHARASHTRA,MAH,92342,II
Hingoli,M Cl,MAHARASHTRA,MAH,69432,II
Hupari,CT,MAHARASHTRA,MAH,28265,III
Ichalkaranji,UA,MAHARASHTRA,MAH,285860,I
Igatpuri,M Cl,MAHARASHTRA,MAH,31539,III
Indapur,M Cl,MAHARASHTRA,MAH,21592,III
Jalgaon,CT,MAHARASHTRA,MAH,5449,V
Jalgaon Jamod,M Cl,MAHARASHTRA,MAH,26282,III
Jalgaon,M Cl,MAHARASHTRA,MAH,368618,I
Jalna,M Cl,MAHARASHTRA,MAH,235795,I
Jamkhed,CT,MAHARASHTRA,MAH,27654,III
Jawhar,M Cl,MAHARASHTRA,MAH,11298,IV
Jaysingpur,M Cl,MAHARASHTRA,MAH,43067,III
Jejuri,M Cl,MAHARASHTRA,MAH,12000,IV
Jintur,M Cl,MAHARASHTRA,MAH,38112,III
Junnar,M Cl,MAHARASHTRA,MAH,24741,III
Kagal,M Cl,MAHARASHTRA,MAH,23776,III
Kalamb,M Cl,MAHARASHTRA,MAH,23022,III
Kalambe Turf Thane,CT,MAHARASHTRA,MAH,8734,V
Kalameshwar,M Cl,MAHARASHTRA,MAH,17331,IV
Kalamnuri,M Cl,MAHARASHTRA,MAH,20632,III
Kalundre,CT,MAHARASHTRA,MAH,7584,V
Kamptee,UA,MAHARASHTRA,MAH,136491,I
Kandhar,M Cl,MAHARASHTRA,MAH,20772,III
Kandri,CT,MAHARASHTRA,MAH,8124,V
Kandri,CT,MAHARASHTRA,MAH,5295,V
Kankavli,CT,MAHARASHTRA,MAH,14625,IV
Kannad,M Cl,MAHARASHTRA,MAH,34403,III
Karad,M Cl,MAHARASHTRA,MAH,56161,II
Karanja,M Cl,MAHARASHTRA,MAH,60158,II
Karanje Turf Satara,CT,MAHARASHTRA,MAH,21504,III
Karivali,CT,MAHARASHTRA,MAH,12932,IV
Karjat,M Cl,MAHARASHTRA,MAH,25531,III
Karmala,M Cl,MAHARASHTRA,MAH,21928,III
Kasara Budruk,CT,MAHARASHTRA,MAH,15192,IV
Katai,CT,MAHARASHTRA,MAH,11252,IV
Katkar,CT,MAHARASHTRA,MAH,6108,V
Katol,M Cl,MAHARASHTRA,MAH,37435,III
Kegaon,CT,MAHARASHTRA,MAH,7923,V
Khadkale,CT,MAHARASHTRA,MAH,9804,V
Khamgaon,M Cl,MAHARASHTRA,MAH,88687,II
Khapa,M Cl,MAHARASHTRA,MAH,14972,IV
Khed,CT,MAHARASHTRA,MAH,6886,V
Khed,M Cl,MAHARASHTRA,MAH,13813,IV
Kherdi,CT,MAHARASHTRA,MAH,10702,IV
Khopoli,M Cl,MAHARASHTRA,MAH,58664,II
Khuldabad,M Cl,MAHARASHTRA,MAH,12794,IV
Kinwat,M Cl,MAHARASHTRA,MAH,24878,III
Kodoli,CT,MAHARASHTRA,MAH,16416,IV
Kolhapur,UA,MAHARASHTRA,MAH,505541,I
Kon,CT,MAHARASHTRA,MAH,15159,IV
Kondumal,CT,MAHARASHTRA,MAH,11721,IV
Kopargaon,M Cl,MAHARASHTRA,MAH,59970,II
Kopharad,CT,MAHARASHTRA,MAH,5276,V
Korochi,CT,MAHARASHTRA,MAH,18120,IV
Kudal,CT,MAHARASHTRA,MAH,13642,IV
Kundalwadi,M Cl,MAHARASHTRA,MAH,14334,IV
Kurduvadi,M Cl,MAHARASHTRA,MAH,22777,III
Kurundvad,M Cl,MAHARASHTRA,MAH,21327,III
Kusgaon Budruk,CT,MAHARASHTRA,MAH,8567,V
Lanja,CT,MAHARASHTRA,MAH,12276,IV
Lasalgaon,CT,MAHARASHTRA,MAH,12532,IV
Latur,M Cl,MAHARASHTRA,MAH,299985,I
Loha,M Cl,MAHARASHTRA,MAH,20148,III
Lonar,M Cl,MAHARASHTRA,MAH,20082,III
Lonavala,M Cl,MAHARASHTRA,MAH,55652,II
Mahabaleshwar,M Cl,MAHARASHTRA,MAH,12737,IV
Mahad,M Cl,MAHARASHTRA,MAH,24276,III
Mahadula,CT,MAHARASHTRA,MAH,18252,IV
Maindargi,M Cl,MAHARASHTRA,MAH,12148,IV
Malegaon,M Cl,MAHARASHTRA,MAH,409403,I
Malkapur,CT,MAHARASHTRA,MAH,12487,IV
Malkapur,M Cl,MAHARASHTRA,MAH,61012,II
Malkapur,M Cl,MAHARASHTRA,MAH,5504,V
Malwan,M Cl,MAHARASHTRA,MAH,18680,IV
Manadur,CT,MAHARASHTRA,MAH,3922,VI
Manchar,CT,MAHARASHTRA,MAH,13799,IV
Mangalvedhe,M Cl,MAHARASHTRA,MAH,21706,III
Mangrulpir,M Cl,MAHARASHTRA,MAH,27815,III
Manjlegaon,M Cl,MAHARASHTRA,MAH,44029,III
Manmad,M Cl,MAHARASHTRA,MAH,72401,II
Manor,CT,MAHARASHTRA,MAH,8343,V
Mansar,CT,MAHARASHTRA,MAH,6459,V
Manwath,M Cl,MAHARASHTRA,MAH,29218,III
Matheran,M Cl,MAHARASHTRA,MAH,5139,V
Mehkar,M Cl,MAHARASHTRA,MAH,37715,III
Mhasla,CT,MAHARASHTRA,MAH,8763,V
Mhaswad,M Cl,MAHARASHTRA,MAH,20500,III
Mohpa,M Cl,MAHARASHTRA,MAH,7068,V
Mohpada Alias Wasambe,CT,MAHARASHTRA,MAH,8735,V
Morshi,M Cl,MAHARASHTRA,MAH,33607,III
Mowad,M Cl,MAHARASHTRA,MAH,8737,V
Mudkhed,M Cl,MAHARASHTRA,MAH,18700,IV
Mukhed,M Cl,MAHARASHTRA,MAH,25933,III
Mul,M Cl,MAHARASHTRA,MAH,22330,III
Murbad,CT,MAHARASHTRA,MAH,15821,IV
Murgud,M Cl,MAHARASHTRA,MAH,9204,V
Murtijapur,M Cl,MAHARASHTRA,MAH,38554,III
Murud,M Cl,MAHARASHTRA,MAH,12552,IV
Murum,M Cl,MAHARASHTRA,MAH,17237,IV
Nachane,CT,MAHARASHTRA,MAH,9237,V
Nagapur,CT,MAHARASHTRA,MAH,7064,V
Nagardeole,CT,MAHARASHTRA,MAH,13724,IV
Nagothana,CT,MAHARASHTRA,MAH,10239,IV
Nagpur,UA,MAHARASHTRA,MAH,2129500,I
Nakoda,CT,MAHARASHTRA,MAH,6002,V
