PlaceName,Administration Type,State Name,State Codename,Population,Town Class
Magam,NAC,JAMMU_KASHMIR,J&K,4312,VI
Nowshehra,NAC,JAMMU_KASHMIR,J&K,4512,VI
Pahalgam,NAC,JAMMU_KASHMIR,J&K,6066,V
Parole,NAC,JAMMU_KASHMIR,J&K,7075,V
Pattan,NAC,JAMMU_KASHMIR,J&K,11355,IV
Pulwama,NAC,JAMMU_KASHMIR,J&K,14229,IV
Punch,MC,JAMMU_KASHMIR,J&K,23978,III
Qazigund,NAC,JAMMU_KASHMIR,J&K,3537,VI
Rajauri,NAC,JAMMU_KASHMIR,J&K,21580,III
Ramban,NAC,JAMMU_KASHMIR,J&K,4329,VI
Ramgarh,NAC,JAMMU_KASHMIR,J&K,5020,V
Ramnagar,NAC,JAMMU_KASHMIR,J&K,6776,V
Ranbirsinghpora,NAC,JAMMU_KASHMIR,J&K,14324,IV
Reasi,NAC,JAMMU_KASHMIR,J&K,7973,V
Samba,NAC,JAMMU_KASHMIR,J&K,15914,IV
Shupiyan,NAC,JAMMU_KASHMIR,J&K,12246,IV
Sopore,UA,JAMMU_KASHMIR,J&K,59624,II
Srinagar UA,"Distt 03,04,& 05",JAMMU_KASHMIR,J&K,988210,I
Sumbal,NAC,JAMMU_KASHMIR,J&K,10655,IV
Sunderbani,NAC,JAMMU_KASHMIR,J&K,4088,VI
Talwara,CT,JAMMU_KASHMIR,J&K,4199,VI
Thanamandi,NAC,JAMMU_KASHMIR,J&K,3475,VI
Tral,NAC,JAMMU_KASHMIR,J&K,11651,IV
Udhampur,UA,JAMMU_KASHMIR,J&K,86299,II
Uri,NAC,JAMMU_KASHMIR,J&K,4246,VI
Vijay Pore,NAC,JAMMU_KASHMIR,HP,6726,V
Adityapatna,CT,KARNATAKA,KRN,4236,VI
Adyar,CT,KARNATAKA,KRN,6501,V
Afzalpur,TP,KARNATAKA,KRN,19335,IV
Aland,TMC,KARNATAKA,KRN,35245,III
Alnavar,TP,KARNATAKA,KRN,16290,IV
Alur,TP,KARNATAKA,KRN,6133,V
Ambikanagara,CT,KARNATAKA,KRN,4848,VI
Anekal,TMC,KARNATAKA,KRN,33157,III
Ankola,UA,KARNATAKA,KRN,26138,III
Annigeri,TMC,KARNATAKA,KRN,25710,III
Arkalgud,TP,KARNATAKA,KRN,15169,IV
Arsikere,UA,KARNATAKA,KRN,45166,III
Athni,UA,KARNATAKA,KRN,40950,III
Aurad,TP,KARNATAKA,KRN,15804,IV
Badami,TP,KARNATAKA,KRN,25847,III
Bagalkot,CMC,KARNATAKA,KRN,90988,II
Bagepalli,TP,KARNATAKA,KRN,20119,III
Bail Hongal,TMC,KARNATAKA,KRN,43225,III
Bajpe,CT,KARNATAKA,KRN,8033,V
Bangalore,UA,KARNATAKA,KRN,5701446,I
Bangarapet,TMC,KARNATAKA,KRN,38703,III
Bankapura,TP,KARNATAKA,KRN,20324,III
Bannur,TP,KARNATAKA,KRN,23239,III
Bantval,TP,KARNATAKA,KRN,36830,III
Basavakalyan,TMC,KARNATAKA,KRN,58785,II
Basavana Bagevadi,TP,KARNATAKA,KRN,28560,III
Belgaum,UA,KARNATAKA,KRN,506480,I
Bellary,CMC,KARNATAKA,KRN,316766,I
Beltangadi,TP,KARNATAKA,KRN,7305,V
Belur,TP,KARNATAKA,KRN,20228,III
Bhadravati,CMC,KARNATAKA,KRN,160662,I
Bhalki,TMC,KARNATAKA,KRN,35093,III
Bhatkal,UA,KARNATAKA,KRN,42142,III
Bhimarayanagudi,NAC,KARNATAKA,KRN,4792,VI
Bidar,UA,KARNATAKA,KRN,174257,I
Bijapur,UA,KARNATAKA,KRN,253891,I
Bilgi,TP,KARNATAKA,KRN,15454,IV
Birur,TMC,KARNATAKA,KRN,22702,III
Bommasandra,CT,KARNATAKA,KRN,7614,V
Byadgi,TMC,KARNATAKA,KRN,25663,III
Challakere,TMC,KARNATAKA,KRN,49067,III
Chamarajanagar,CMC,KARNATAKA,KRN,60558,II
Channagiri,TP,KARNATAKA,KRN,18512,IV
Channapatna,CMC,KARNATAKA,KRN,63577,II
Channarayapatna,UA,KARNATAKA,KRN,34515,III
Chik Ballapur,CMC,KARNATAKA,KRN,54968,II
Chikmagalur,CMC,KARNATAKA,KRN,101251,I
Chiknayakanhalli,TMC,KARNATAKA,KRN,22389,III
Chikodi,TMC,KARNATAKA,KRN,32823,III
Chincholi,TP,KARNATAKA,KRN,17144,IV
Chintamani,CMC,KARNATAKA,KRN,65493,II
Chitapur,TP,KARNATAKA,KRN,27006,III
Chitgoppa,TMC,KARNATAKA,KRN,24419,III
Chitradurga,UA,KARNATAKA,KRN,125170,I
Dandeli,CMC,KARNATAKA,KRN,53290,II
Dargajogihalli,CT,KARNATAKA,KRN,6172,V
Davanagere,CMC,KARNATAKA,KRN,364523,I
Devadurga,TP,KARNATAKA,KRN,21994,III
Devanahalli,TMC,KARNATAKA,KRN,23406,III
Dod Ballapur,CMC,KARNATAKA,KRN,71606,II
Donimalai Township,CT,KARNATAKA,KRN,6554,V
Gadag-Betigeri,CMC,KARNATAKA,KRN,154982,I
Gajendragarh,TMC,KARNATAKA,KRN,28226,III
Gangawati,UA,KARNATAKA,KRN,101392,I
Gauribidanur,TMC,KARNATAKA,KRN,30537,III
Gokak,CMC,KARNATAKA,KRN,67170,II
Gokak Falls,NAC,KARNATAKA,KRN,10043,IV
Gonikoppal,CT,KARNATAKA,KRN,7267,V
Gubbi,TP,KARNATAKA,KRN,16805,IV
Gudibanda,TP,KARNATAKA,KRN,8807,V
Gulbarga,UA,KARNATAKA,KRN,430265,I
Guledgudda,TMC,KARNATAKA,KRN,33991,III
Gundlupet,TMC,KARNATAKA,KRN,26340,III
Gurmatkal,TP,KARNATAKA,KRN,16923,IV
Haliyal,TP,KARNATAKA,KRN,20653,III
Hangal,TMC,KARNATAKA,KRN,25009,III
Harapanahalli,TP,KARNATAKA,KRN,41907,III
Harihar,UA,KARNATAKA,KRN,87744,II
Hassan,UA,KARNATAKA,KRN,133262,I
Hatti,CT,KARNATAKA,KRN,12420,IV
Hatti Gold Mines,NAC,KARNATAKA,KRN,14722,IV
Haveri,TMC,KARNATAKA,KRN,55913,II
Hebbagodi,CT,KARNATAKA,KRN,12296,IV
Heggadadevankote,TP,KARNATAKA,KRN,12045,IV
Hirekerur,TP,KARNATAKA,KRN,15872,IV
Hiriyur,TMC,KARNATAKA,KRN,48806,III
Holalkere,TP,KARNATAKA,KRN,14574,IV
Hole Narsipur,TMC,KARNATAKA,KRN,27024,III
Homnabad,TMC,KARNATAKA,KRN,36517,III
Honavar,TP,KARNATAKA,KRN,17824,IV
Honnali,TP,KARNATAKA,KRN,15568,IV
Hoovina Hadagalli,TP,KARNATAKA,KRN,23414,III
Hosakote,TMC,KARNATAKA,KRN,36323,III
Hosanagara,TP,KARNATAKA,KRN,5043,V
Hosdurga,TP,KARNATAKA,KRN,22488,III
Hospet,CMC,KARNATAKA,KRN,164240,I
Hubli-Dharwad,M Corp.,KARNATAKA,KRN,786195,I
Hukeri,TP,KARNATAKA,KRN,19917,IV
Hungund,TP,KARNATAKA,KRN,18037,IV
Hunsur,TMC,KARNATAKA,KRN,43900,III
Ilkal,TMC,KARNATAKA,KRN,51920,II
Indi,TMC,KARNATAKA,KRN,31482,III
Jagalur,TP,KARNATAKA,KRN,14744,IV
Jamkhandi,TMC,KARNATAKA,KRN,57883,II
Jevargi,TP,KARNATAKA,KRN,19179,IV
Jog Falls,NAC,KARNATAKA,KRN,12570,IV
Kadigenahalli,CT,KARNATAKA,KRN,5474,V
Kadur,TMC,KARNATAKA,KRN,30814,III
Kalghatgi,TP,KARNATAKA,KRN,14680,IV
Kamalapuram,TP,KARNATAKA,KRN,21830,III
Kampli,TMC,KARNATAKA,KRN,35380,III
Kanakapura,TMC,KARNATAKA,KRN,47060,III
Karkal,TMC,KARNATAKA,KRN,25116,III
Karwar,UA,KARNATAKA,KRN,75038,II
Kerur,TP,KARNATAKA,KRN,17217,IV
Khanapur,TP,KARNATAKA,KRN,16567,IV
Kodiyal,CT,KARNATAKA,KRN,6731,V
Kolar,CMC,KARNATAKA,KRN,113907,I
Kollegal,TMC,KARNATAKA,KRN,52607,II
Konnur,TP,KARNATAKA,KRN,17980,IV
Koppa,TP,KARNATAKA,KRN,5113,V
Koppal,TMC,KARNATAKA,KRN,56160,II
Koratagere,TP,KARNATAKA,KRN,13655,IV
Kotturu,TP,KARNATAKA,KRN,22701,III
Krishnarajanagara,TMC,KARNATAKA,KRN,30633,III
Krishnarajasagara,NAC,KARNATAKA,KRN,8493,V
Krishnarajpet,TP,KARNATAKA,KRN,22580,III
Kudchi,TP,KARNATAKA,KRN,19843,IV
Kudligi,TP,KARNATAKA,KRN,21849,III
Kudremukh,NAC,KARNATAKA,KRN,8102,V
Kumta,UA,KARNATAKA,KRN,34499,III
Kundapura,TMC,KARNATAKA,KRN,28591,III
Kundgol,TP,KARNATAKA,KRN,16840,IV
Kunigal,TMC,KARNATAKA,KRN,30343,III
Kurgunta,CT,KARNATAKA,KRN,8589,V
Kushalnagar,CT,KARNATAKA,KRN,13186,IV
Kushtagi,TP,KARNATAKA,KRN,21183,III
Lakshmeshwar,TMC,KARNATAKA,KRN,33417,III
Lingsugur,TP,KARNATAKA,KRN,27306,III
Londa,CT,KARNATAKA,KRN,6273,V
Maddur,TMC,KARNATAKA,KRN,26521,III
Madhugiri,TMC,KARNATAKA,KRN,26304,III
Madikeri,TMC,KARNATAKA,KRN,32496,III
Magadi,TMC,KARNATAKA,KRN,25031,III
Mahalingpur,TMC,KARNATAKA,KRN,30858,III
Malavalli,TMC,KARNATAKA,KRN,35851,III
Mallar,CT,KARNATAKA,KRN,6052,V
Malur,TMC,KARNATAKA,KRN,27815,III
Mandya,CMC,KARNATAKA,KRN,131179,I
Mangalore,UA,KARNATAKA,KRN,539387,I
Manvi,TMC,KARNATAKA,KRN,37613,III
Molakalmuru,TP,KARNATAKA,KRN,14133,IV
Mudalgi,TMC,KARNATAKA,KRN,29893,III
Mudbidri,TMC,KARNATAKA,KRN,25713,III
Muddebihal,TMC,KARNATAKA,KRN,28219,III
Mudgal,TP,KARNATAKA,KRN,19116,IV
Mudhol,TMC,KARNATAKA,KRN,42461,III
Mudigere,TP,KARNATAKA,KRN,8963,V
Mulbagal,TMC,KARNATAKA,KRN,44033,III
Mulgund,TP,KARNATAKA,KRN,18098,IV
Mulki,TP,KARNATAKA,KRN,16389,IV
Mulur,CT,KARNATAKA,KRN,5056,V
Mundargi,TP,KARNATAKA,KRN,20363,III
Mundgod,TP,KARNATAKA,KRN,16173,IV
Munirabad Project Area,CT,KARNATAKA,KRN,8115,V
Mysore,UA,KARNATAKA,KRN,799228,I
Nagamangala,TP,KARNATAKA,KRN,16052,IV
Nanjangud,TMC,KARNATAKA,KRN,48232,III
Narasimharajapura,TP,KARNATAKA,KRN,7464,V
Naregal,TP,KARNATAKA,KRN,16685,IV
Nargund,TMC,KARNATAKA,KRN,32561,III
Navalgund,TP,KARNATAKA,KRN,22202,III
Nelamangala,TP,KARNATAKA,KRN,25287,III
Nipani,CMC,KARNATAKA,KRN,58081,II
Pandavapura,TP,KARNATAKA,KRN,18310,IV
Pavagada,TP,KARNATAKA,KRN,28068,III
Piriyapatna,TP,KARNATAKA,KRN,14924,IV
Pudu,CT,KARNATAKA,KRN,12429,IV
Puttur,TMC,KARNATAKA,KRN,48070,III
Rabkavi-Banhatti,CMC,KARNATAKA,KRN,70248,II
Raichur,CMC,KARNATAKA,KRN,207421,I
Ramanagaram,CMC,KARNATAKA,KRN,79394,II
Ramdurg,UA,KARNATAKA,KRN,36649,III
Ranibennur,CMC,KARNATAKA,KRN,89618,II
Raybag,TP,KARNATAKA,KRN,15929,IV
Robertson Pet,UA,KARNATAKA,KRN,157084,I
Ron,TP,KARNATAKA,KRN,21643,III
Sadalgi,TP,KARNATAKA,KRN,20202,III
Sagar,TMC,KARNATAKA,KRN,50131,II
Sakleshpur,TMC,KARNATAKA,KRN,23176,III
Saligram,TMC,KARNATAKA,KRN,14962,IV
Sandur,TP,KARNATAKA,KRN,27614,III
Sankeshwar,TMC,KARNATAKA,KRN,32511,III
Saundatti-Yellamma,TMC,KARNATAKA,KRN,38155,III
Savanur,TMC,KARNATAKA,KRN,35563,III
Sedam,TMC,KARNATAKA,KRN,31539,III
Shahabad,UA,KARNATAKA,KRN,66550,II
Shahpur,TMC,KARNATAKA,KRN,38907,III
Shaktinagar,CT,KARNATAKA,KRN,18983,IV
Shiggaon,TP,KARNATAKA,KRN,24327,III
Shikarpur,TMC,KARNATAKA,KRN,31516,III
Shimoga,CMC,KARNATAKA,KRN,274352,I
Shirhatti,TP,KARNATAKA,KRN,16208,IV
Shorapur,TMC,KARNATAKA,KRN,43622,III
Shrirangapattana,TMC,KARNATAKA,KRN,23729,III
Siddapur,TP,KARNATAKA,KRN,14050,IV
Sidlaghatta,TMC,KARNATAKA,KRN,41098,III
Sindgi,TMC,KARNATAKA,KRN,27732,III
Sindhnur,TMC,KARNATAKA,KRN,61262,II
Sira,TMC,KARNATAKA,KRN,50088,II
Siralkoppa,TP,KARNATAKA,KRN,14501,IV
Sirsi,UA,KARNATAKA,KRN,65335,II
Siruguppa,TP,KARNATAKA,KRN,42919,III
Somvarpet,TP,KARNATAKA,KRN,7220,V
Sorab,TP,KARNATAKA,KRN,7427,V
Sringeri,TP,KARNATAKA,KRN,4249,VI
Srinivaspur,TP,KARNATAKA,KRN,22959,III
Sulya,TP,KARNATAKA,KRN,18028,IV
Talikota,TMC,KARNATAKA,KRN,26205,III
Tarikere,TP,KARNATAKA,KRN,34066,III
Tekkalakote,TP,KARNATAKA,KRN,23583,III
Terdal,TP,KARNATAKA,KRN,23616,III
Thumbe,CT,KARNATAKA,KRN,5561,V
Tiptur,TMC,KARNATAKA,KRN,53104,II
Tirthahalli,TP,KARNATAKA,KRN,14808,IV
Tirumakudal - Narsipur,TP,KARNATAKA,KRN,9927,V
Tumkur,CMC,KARNATAKA,KRN,248929,I
Turuvekere,TP,KARNATAKA,KRN,13281,IV
Udupi,UA,KARNATAKA,KRN,127124,I
Vijayapura,TMC,KARNATAKA,KRN,29540,III
Virajpet,TP,KARNATAKA,KRN,15213,IV
Wadi,UA,KARNATAKA,KRN,34714,III
Yadgir,TMC,KARNATAKA,KRN,58811,II
Yelandur,TP,KARNATAKA,KRN,8585,V
Yelbarga,TP,KARNATAKA,KRN,11442,IV
Yellapur,TP,KARNATAKA,KRN,17923,IV
Yenagudde,CT,KARNATAKA,KRN,4508,VI
Aizawl,NT,MIZORAM,MIZ,228280,I
Bairabi,NT,MIZORAM,MIZ,3304,VI
Biate,NT,MIZORAM,MIZ,2227,VI
Champhai,NT,MIZORAM,MIZ,26465,III
Darlawn,NT,MIZORAM,MIZ,3865,VI
Hnahthial,NT,MIZORAM,MIZ,7138,V
Khawhai,NT,MIZORAM,MIZ,2403,VI
Khawzawl,NT,MIZORAM,MIZ,10954,IV
Kolasib,NT,MIZORAM,MIZ,19008,IV
Lengpui,NT,MIZORAM,MIZ,2423,VI
Lunglei,NT,MIZORAM,MIZ,47137,III
Mamit,NT,MIZORAM,MIZ,5110,V
N.Kawnpui,NT,MIZORAM,MIZ,6472,V
N.Vanlaiphai,NT,MIZORAM,MIZ,3275,VI
Saiha,NT,MIZORAM,MIZ,19826,IV
Sairang,NT,MIZORAM,MIZ,5034,V
Saitual,NT,MIZORAM,MIZ,10966,IV
Serchhip,NT,MIZORAM,MIZ,17096,IV
Thenzawl,NT,MIZORAM,MIZ,5507,V
Tlabung,NT,MIZORAM,MIZ,3681,VI
Vairengte,NT,MIZORAM,MIZ,7715,V
Zawlnuam,NT,MIZORAM,MIZ,3120,VI
